name,market ,funding_total_usd ,status,country_code,region,city,funding_rounds,founded_at,founded_month,found_quarter,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
1CLICK, Chat , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/1938,2012-11,4,2012-Q4,1938,10/1/1999,1/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Diamonds, E-Commerce ,6369507,operating,IND,New Delhi,Gurgaon,1,1/1/1969,2012-06,2,2012-Q2,1969,1/1/2000,11/15/2012,0,6369507,0,0,0,0,0,0,0,0,0,0,0,0,0,6369507,0,0,0,0,0
24x7 Learning, Education ,4000000,operating,IND,Bangalore,Bangalore,1,3/12/1969,2001-01,1,2001-Q1,1969,1/2/2001,11/6/2007,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DSoC, Mobile ,2065000,operating,IND,Bangalore,Bangalore,2,1/1/1973,2006-06,2,2006-Q2,1973,1/1/2005,8/1/2010,0,2065000,0,0,0,0,0,0,0,0,0,0,0,1240000,825000,0,0,0,0,0,0
91Mobiles, Mobile ,1000000,operating,IND,New Delhi,Gurgaon,1,1/1/1978,2010-01,1,2010-Q1,1978,1/6/2005,10/29/2014,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
99Presents, E-Commerce ,"20,000",operating,IND,Vadodara,Vadodara,1,1/1/1980,2012-03,1,2012-Q1,1980,1/14/2005,9/1/2012,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99tests, Software ,210000,operating,IND,Bangalore,Bangalore,3,1/1/1980,2011-02,1,2011-Q1,1980,7/3/2005,7/22/2013,10000,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A LITTLE WORLD, Finance ,6410000,operating,IND,Mumbai,Mumbai,1,1/1/1980,2000-03,1,2000-Q1,1980,10/4/2005,9/9/2008,0,6410000,0,0,0,0,0,0,0,0,0,0,0,0,6410000,0,0,0,0,0,0
A.P Avanashiappa Silk, Retail ,"96,932",operating,IND,IND - Other,Tirupur,2,1/1/1984,,,,1984,10/19/2005,8/5/2012,75336,0,0,0,0,21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABC Live, Advertising ,"25,000",closed,IND,Chandigarh,Chandigarh,1,1/1/1985,2007-12,4,2007-Q4,1985,11/16/2005,1/5/2007,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACB (India) Limited, Mining Technologies ,25090000,operating,IND,New Delhi,Gurgaon,1,1/1/1986,1997-01,1,1997-Q1,1986,1/1/2006,3/31/2008,0,25090000,0,0,0,0,0,0,0,0,0,0,0,0,0,25090000,0,0,0,0,0
Accentium Web, Curated Web ,2000000,operating,IND,New Delhi,Gurgaon,1,1/1/1988,2007-07,3,2007-Q3,1988,1/1/2006,8/27/2014,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acision, Mobile ,100000000,operating,IND,New Delhi,Gurgaon,1,1/1/1988,1992-01,1,1992-Q1,1988,1/1/2006,10/5/2010,0,0,0,0,0,0,0,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0
AddressHealth, Health Care , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/1989,2010-01,1,2010-Q1,1989,1/1/2006,6/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adhysteria, Classifieds ,"10,000",closed,IND,Mumbai,Mumbai,1,1/1/1991,2007-09,3,2007-Q3,1991,1/1/2006,7/1/2007,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adlabs Imagica,,8180000,operating,IND,IND - Other,Khopoli,1,1/1/1991,,,,1991,1/11/2006,10/28/2014,0,8180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AdPushup, Apps ,632000,operating,IND,New Delhi,New Delhi,1,1/1/1991,2013-01,1,2013-Q1,1991,3/10/2006,10/29/2014,0,0,0,0,0,0,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Affine Analytics, Big Data ,100000,operating,IND,Bangalore,Bangalore,1,1/1/1991,2011-02,1,2011-Q1,1991,4/4/2006,1/1/2012,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Affinity, Advertising ,85000000,acquired,IND,Mumbai,Mumbai,2,1/1/1991,2006-01,1,2006-Q1,1991,4/13/2006,1/1/2002,0,85000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agile, Finance Technology ,5740000,operating,IND,Mumbai,Mumbai,1,1/1/1992,,,,1992,4/21/2006,5/1/2011,0,5740000,0,0,0,0,0,0,0,0,0,0,0,5740000,0,0,0,0,0,0,0
Airwoot, Analytics , NA   ,operating,IND,New Delhi,New Delhi,1,1/1/1992,2012-01,1,2012-Q1,1992,6/7/2006,8/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajahn, Education ,100000,operating,IND,Hyderabad,Hyderabad,1,1/1/1992,2013-01,1,2013-Q1,1992,6/12/2006,1/18/2014,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akosha, Mobile ,5200000,operating,IND,New Delhi,New Delhi,2,1/1/1992,2010-06,2,2010-Q2,1992,6/22/2006,7/1/2014,200000,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
Allied Digital Services, Consulting ,175000,operating,IND,Mumbai,Mumbai,1,1/1/1992,1995-01,1,1995-Q1,1992,6/29/2006,9/28/2010,0,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AllSchoolStuff.com, Retail ,1500000,operating,IND,New Delhi,Gurgaon,1,1/1/1992,2011-09,3,2011-Q3,1992,7/1/2006,9/1/2012,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlphaBeta Labs, Education ,"40,000",operating,IND,Bangalore,Bangalore,1,1/1/1992,2010-01,1,2010-Q1,1992,8/2/2006,7/17/2012,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alsbridge, BPO Services , NA   ,,IND,New Delhi,Gurgaon,1,1/1/1993,2003-01,1,2003-Q1,1993,11/13/2006,1/8/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Althea Systems, Hardware + Software ,3000000,operating,IND,Bangalore,Bangalore,1,1/1/1993,2009-01,1,2009-Q1,1993,11/15/2006,11/17/2010,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
Amagi Media Labs, Advertising ,5500000,operating,IND,Bangalore,Bangalore,1,1/1/1994,2008-01,1,2008-Q1,1994,12/1/2006,6/17/2013,0,5500000,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0,0
Ampere,, NA   ,operating,IND,Coimbatore,Coimbatore,1,1/1/1994,,,,1994,12/1/2006,1/1/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AngelPrime, Finance , NA   ,operating,IND,Bangalore,Bengaluru,1,1/1/1994,,,,1994,12/1/2006,10/24/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aniika, Handmade ,500000,operating,IND,Bangalore,Bangalore,2,6/1/1994,2011-10,4,2011-Q4,1994,12/14/2006,7/30/2012,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annapurna Microfinace, Finance ,5000000,operating,IND,Bhubaneswar,Bhubaneswar,1,1/1/1995,2009-01,1,2009-Q1,1995,12/14/2006,3/26/2014,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0
AntFarm, Fitness , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/1995,2012-01,1,2012-Q1,1995,12/22/2006,8/6/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anunta Technology Management Services, Enterprise Software ,3000000,operating,IND,Mumbai,Mumbai,1,4/14/1995,2011-01,1,2011-Q1,1995,12/23/2006,2/14/2013,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
Apalya, Entertainment ,18500000,operating,IND,Hyderabad,Hyderabad,3,1/1/1996,,,,1996,1/1/2007,12/1/2012,0,18500000,0,0,0,0,0,0,0,0,0,0,0,3000000,7500000,8000000,0,0,0,0,0
Apartment Adda, Price Comparison , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/1996,2008-11,4,2008-Q4,1996,1/1/2007,11/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ApnaPaisa, Credit ,17200000,operating,IND,Mumbai,Mumbai,2,1/1/1996,2007-01,1,2007-Q1,1996,1/1/2007,12/1/2007,0,17200000,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0
Appdra, Software ,1500000,operating,IND,Bangalore,Bangalore,1,1/1/1996,2013-01,1,2013-Q1,1996,1/1/2007,7/22/2014,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0
AppLabs, Software ,10000000,acquired,IND,Hyderabad,Hyderabad,1,1/1/1996,2001-01,1,2001-Q1,1996,1/1/2007,6/29/2006,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applect Learning Systems Pvt. Ltd., Education ,1600000,operating,IND,New Delhi,New Delhi,1,1/1/1996,2008-10,4,2008-Q4,1996,1/5/2007,12/4/2013,0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appsdaily Solutions, Software ,5000000,operating,IND,Mumbai,Mumbai,1,1/1/1996,2008-01,1,2008-Q1,1996,1/16/2007,4/10/2014,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0
AppSurfer, Curated Web ,200000,operating,IND,Pune,Pune,1,4/1/1996,2011-01,1,2011-Q1,1996,1/30/2007,8/15/2012,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ariisto, Real Estate ,54000000,operating,IND,IND - Other,Andheri,2,1/1/1997,2006-01,1,2006-Q1,1997,2/1/2007,1/24/2014,0,54000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arohan Financial, Finance ,3500000,operating,IND,Kolkata,Kolkata,1,1/1/1997,2006-01,1,2006-Q1,1997,3/1/2007,10/3/2013,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array Storm, Consumer Electronics , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/1997,,,,1997,3/3/2007,7/9/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArthaYantra, Personal Finance , NA   ,operating,IND,Hyderabad,Hyderabad,1,1/1/1997,,,,1997,3/7/2007,11/7/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artoo, Technology ,130000,operating,IND,Bangalore,Bangalore,2,1/1/1997,2010-05,2,2010-Q2,1997,3/10/2007,12/12/2013,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspiring Minds, Education , NA   ,operating,IND,New Delhi,Gurgaon,1,1/1/1997,,,,1997,3/14/2007,11/9/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atOnePlace.com, Real Estate ,250000,acquired,IND,New Delhi,Noida,1,1/1/1997,2006-06,2,2006-Q2,1997,3/20/2007,9/20/2008,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atria Brindavan Power, Clean Technology ,8600000,operating,IND,Bangalore,Bangalore,1,4/14/1997,2000-01,1,2000-Q1,1997,3/29/2007,6/13/2013,0,0,0,0,0,0,0,0,8600000,0,0,0,0,0,0,0,0,0,0,0,0
Attero, Clean Technology ,28600000,operating,IND,New Delhi,Noida,4,11/14/1997,2007-01,1,2007-Q1,1997,4/1/2007,8/28/2014,2500000,26100000,0,0,0,0,0,0,0,0,0,0,0,6300000,3300000,16500000,0,0,0,0,0
Au FINANCIERS, E-Commerce ,21000000,operating,IND,Jaipur,Jaipur,1,1/1/1998,1996-01,1,1996-Q1,1998,5/1/2007,4/15/2014,0,21000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AudioCompass, Guides ,400000,operating,IND,Mumbai,Mumbai,1,1/1/1998,2009-01,1,2009-Q1,1998,5/4/2007,2/18/2014,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aujas Networks, Security ,11000000,operating,IND,Bangalore,Bangalore,3,1/1/1998,2008-01,1,2008-Q1,1998,5/7/2007,11/27/2013,0,11000000,0,0,0,0,0,0,0,0,0,0,0,5600000,5400000,0,0,0,0,0,0
Auro Mira Energy, Clean Technology ,21000000,operating,IND,Chennai,Chennai,1,1/1/1999,,,,1999,5/7/2007,9/28/2010,0,21000000,0,0,0,0,0,0,0,0,0,0,0,0,21000000,0,0,0,0,0,0
authorSTREAM.com, Curated Web ,5000000,operating,IND,Chandigarh,Chandigarh,1,1/1/1999,2007-05,2,2007-Q2,1999,5/11/2007,12/15/2010,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
Avanse Financial Services, Education ,2300000,operating,IND,Mumbai,Mumbai,1,1/1/1999,2012-11,4,2012-Q4,1999,6/27/2007,8/7/2013,0,0,0,0,0,0,0,0,2300000,0,0,0,0,0,0,0,0,0,0,0,0
Avantha, Hardware + Software ,150000000,operating,IND,New Delhi,New Delhi,1,1/1/1999,,,,1999,7/1/2007,12/16/2013,0,0,0,0,0,0,0,0,150000000,0,0,0,0,0,0,0,0,0,0,0,0
Avaz, Neuroscience ,550000,operating,IND,Chennai,Chennai,1,1/1/1999,2009-01,1,2009-Q1,1999,7/11/2007,4/22/2014,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avesthagen, Biotechnology ,5530000,operating,IND,Bangalore,Bangalore,1,1/1/1999,,,,1999,7/26/2007,5/7/2007,0,5530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AxisRooms, Software , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/1999,2009-01,1,2009-Q1,1999,8/9/2007,9/24/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Power, Clean Technology ,32200000,operating,IND,New Delhi,New Delhi,5,1/1/1999,2008-01,1,2008-Q1,1999,10/3/2007,4/18/2013,0,32200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8600000,10000000,0,0,0
Babajob, Curated Web , NA   ,operating,IND,Bangalore,Bangalore,1,4/1/1999,2007-08,3,2007-Q3,1999,10/4/2007,6/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babyoye, E-Commerce ,2500000,operating,IND,Mumbai,Mumbai,2,1/1/2000,2010-06,2,2010-Q2,2000,10/16/2007,12/1/2011,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BankBazaar.com, Insurance ,19000000,operating,IND,Chennai,Chennai,2,1/1/2000,2008-07,3,2008-Q3,2000,11/6/2007,1/13/2014,0,19000000,0,0,0,0,0,0,0,0,0,0,0,6000000,13000000,0,0,0,0,0,0
BankerBay Technologies, Finance ,1000000,operating,IND,Bangalore,Bangalore,1,1/1/2000,2012-01,1,2012-Q1,2000,11/20/2007,5/2/2014,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay Talkitec (P), Messaging ,2500000,operating,IND,Chennai,Chennai,1,1/1/2000,1991-01,1,1991-Q1,2000,11/29/2007,1/30/2008,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedbathmore.com, E-Commerce , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/2000,2010-01,1,2010-Q1,2000,12/1/2007,5/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beStylish.com, Shoes ,10000000,,IND,New Delhi,Gurgaon,1,1/1/2000,2011-05,2,2011-Q2,2000,12/1/2007,6/1/2012,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
Bharat Matrimony, Match-Making ,11750000,operating,IND,Chennai,Chennai,1,1/1/2000,1969-03,1,1969-Q1,2000,12/5/2007,2/5/2008,0,11750000,0,0,0,0,0,0,0,0,0,0,0,0,11750000,0,0,0,0,0,0
BIBA Apparels,,48600000,operating,IND,New Delhi,New Delhi,1,1/1/2000,1988-01,1,1988-Q1,2000,1/1/2008,12/5/2013,0,48600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bigbasket.com, E-Commerce ,35799999,operating,IND,Bangalore,Bangalore,2,3/2/2000,2011-10,4,2011-Q4,2000,1/1/2008,9/12/2014,0,35799999,0,0,0,0,0,0,0,0,0,0,0,0,32799999,0,0,0,0,0,0
Bijlipay, E-Commerce ,2000000,operating,IND,Chennai,Chennai,1,12/23/2000,2007-01,1,2007-Q1,2000,1/1/2008,10/25/2014,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billdesk, Curated Web , NA   ,operating,IND,Ahmedabad,Ahmedabad,1,1/1/2001,2000-01,1,2000-Q1,2001,1/1/2008,4/4/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biotz, Hardware ,"35,000",operating,IND,New Delhi,New Delhi,2,1/1/2001,2012-08,3,2012-Q3,2001,1/1/2008,6/4/2014,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birds Eye Systems, Health Care ,320000,operating,IND,Mumbai,Mumbai,2,1/1/2001,2010-01,1,2010-Q1,2001,1/1/2008,9/30/2014,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biscoot, Games , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/2001,2012-11,4,2012-Q4,2001,1/1/2008,10/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BitX, Financial Services ,800000,operating,IND,Mumbai,Mumbai,1,1/1/2001,2013-01,1,2013-Q1,2001,1/1/2008,8/19/2014,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizeso Services Private Limited, Legal , NA   ,operating,IND,New Delhi,New Delhi,1,1/1/2001,2011-07,3,2011-Q3,2001,1/7/2008,9/25/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bizsol, Software ,"50,000",operating,IND,Chennai,Chennai,1,1/1/2001,2011-02,1,2011-Q1,2001,1/13/2008,2/1/2011,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackBamboozStudio,,"19,889",operating,IND,Guwahati,Guwahati,1,6/1/2001,2012-01,1,2012-Q1,2001,1/30/2008,8/1/2013,19889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blowhorn, Marketplaces , NA   ,operating,IND,Bangalore,Bangalore,1,7/1/2001,2013-01,1,2013-Q1,2001,2/1/2008,11/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Bus Tees, E-Commerce , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/2002,2008-01,1,2008-Q1,2002,2/1/2008,7/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bluegape Lifestyle, E-Commerce ,270000,operating,IND,New Delhi,New Delhi,3,1/1/2002,2011-12,4,2011-Q4,2002,2/1/2008,1/8/2014,20000,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bluestone.com, Curated Web ,15000000,operating,IND,Bangalore,Bangalore,2,1/1/2002,2011-01,1,2011-Q1,2002,2/2/2008,3/18/2014,0,15000000,0,0,0,0,0,0,0,0,0,0,0,5000000,10000000,0,0,0,0,0,0
Bodhicrew Services Private Limited, Training , NA   ,operating,IND,New Delhi,New Delhi,1,1/1/2002,,,,2002,2/5/2008,2/7/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bookmycab, Public Transportation ,6500000,operating,IND,Mumbai,Mumbai,1,1/1/2002,,,,2002,2/8/2008,2/19/2014,0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BookMyForex.com, E-Commerce , NA   ,operating,IND,New Delhi,Gurgaon,1,1/1/2003,2012-07,3,2012-Q3,2003,2/12/2008,7/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bookmytrainings PVT Ltd, Education , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2003,2011-01,1,2011-Q1,2003,3/27/2008,6/4/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boond, Product Development Services , NA   ,operating,IND,New Delhi,New Delhi,1,1/1/2003,,,,2003,3/31/2008,8/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brainwave Education, Education ,"40,000",operating,IND,Bangalore,Bangalore,1,3/15/2003,2012-01,1,2012-Q1,2003,4/1/2008,11/19/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandpotion, Advertising , NA   ,operating,IND,Mumbai,Mumbai,1,12/1/2003,2009-01,1,2009-Q1,2003,4/1/2008,1/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browntape, E-Commerce ,"60,000",operating,IND,Goa,Goa,3,1/1/2004,2012-01,1,2012-Q1,2004,4/6/2008,4/4/2014,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTI Payments, Curated Web ,22400000,operating,IND,Bangalore,Bangalore,1,1/1/2004,1991-01,1,1991-Q1,2004,4/10/2008,11/29/2013,0,22400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burrp!, Local ,2150000,operating,IND,Mumbai,Mumbai,2,1/1/2004,2006-03,1,2006-Q1,2004,4/18/2008,11/1/2007,150000,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
Buyt.In, Search ,1000000,operating,IND,New Delhi,New Delhi,1,1/1/2004,2012-08,3,2012-Q3,2004,4/28/2008,6/26/2013,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVG India, Consulting , NA   ,operating,IND,Pune,Pune,1,1/1/2004,,,,2004,5/1/2008,9/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callystro, Mobile Games ,"36,000",operating,IND,Mangalore,Mangalore,1,1/1/2004,2012-01,1,2012-Q1,2004,5/2/2008,3/1/2013,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campus Diaries, Education ,175000,operating,IND,Bangalore,Bangalore,1,1/1/2004,2012-01,1,2012-Q1,2004,5/14/2008,3/14/2014,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvera Digital Technologies, Software ,12153000,operating,IND,Bangalore,Bangalore,6,1/1/2004,2007-01,1,2007-Q1,2004,6/16/2008,10/22/2014,0,10513000,0,1640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital Float, Financial Services ,3000000,operating,IND,Bangalore,Bangalore,2,6/1/2004,2013-01,1,2013-Q1,2004,6/18/2008,8/5/2014,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capricorn Food Products India, Hospitality ,10000000,operating,IND,Chennai,Chennai,1,12/14/2004,1998-01,1,1998-Q1,2004,7/3/2008,7/22/2013,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0
Captronic Systems, Manufacturing ,3318000,operating,IND,Bangalore,Bangalore,1,1/1/2005,,,,2005,7/8/2008,3/29/2012,0,3318000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaptureSolar Energy,,125000000,operating,IND,Pune,Pune,1,1/1/2005,2013-01,1,2013-Q1,2005,7/25/2008,6/1/2014,0,125000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaratLane, E-Commerce ,21000000,operating,IND,Chennai,Chennai,2,1/1/2005,2008-10,4,2008-Q4,2005,8/1/2008,5/13/2013,0,21000000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,15000000,0,0,0,0,0
Cardback, Mobile ,170000,operating,IND,New Delhi,New Delhi,1,1/1/2005,2012-08,3,2012-Q3,2005,8/8/2008,6/27/2014,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Careers360, Education , NA   ,operating,IND,Delhi,Delhi,1,1/1/2005,2008-01,1,2008-Q1,2005,8/12/2008,6/16/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CarTrade, Motors ,30200000,operating,IND,Mumbai,Mumbai,1,1/1/2005,2009-01,1,2009-Q1,2005,9/4/2008,10/13/2014,0,30200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CarWale, E-Commerce ,7000000,acquired,IND,Mumbai,Mumbai,2,1/1/2005,2005-01,1,2005-Q1,2005,9/9/2008,11/5/2008,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
Casa Grande, Real Estate ,9500000,operating,IND,Chennai,Chennai,1,1/1/2005,2004-01,1,2004-Q1,2005,9/11/2008,6/17/2013,0,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catacomb Technologies, Software ,"10,000",operating,IND,Cochin,Cochin,1,1/1/2005,2013-04,2,2013-Q2,2005,9/17/2008,8/31/2013,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catapooolt, Games , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/2005,,,,2005,9/20/2008,4/7/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbazaar.com,, NA   ,operating,IND,Chennai,Chennai,1,1/1/2005,,,,2005,9/30/2008,11/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE Info Systems, Software ,34000000,operating,IND,New Delhi,New Delhi,2,3/11/2005,1992-01,1,1992-Q1,2005,10/23/2008,2/15/2009,0,34000000,0,0,0,0,0,0,0,0,0,0,0,0,25000000,9000000,0,0,0,0,0
Cedar Books,,1000000,operating,IND,New Delhi,New Delhi,1,9/1/2005,2007-01,1,2007-Q1,2005,11/6/2008,12/1/2012,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celon Laboratories, Biotechnology ,15800000,operating,IND,Hyderabad,Hyderabad,1,1/1/2006,2007-01,1,2007-Q1,2006,11/10/2008,10/8/2010,0,15800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
